epoch,phase,loss,accuracy
0,train,2.089501577232009,0.23484967731780262
0,val,1.675069596206838,0.39660056657223797
1,train,1.366905687456898,0.535022823862742
1,val,1.1742539608444775,0.5934844192634561
2,train,1.0084405558589273,0.6710215646151425
2,val,0.9198244546695742,0.6643059490084986
3,train,0.8240854621552753,0.736659845742169
3,val,0.8230702681176724,0.726628895184136
4,train,0.7034537614977455,0.7774279867779003
4,val,0.6921124056445979,0.7563739376770539
5,train,0.6176504117146301,0.808436958917047
5,val,0.6935750002901547,0.7691218130311616
6,train,0.5355250130258131,0.8391311191563041
6,val,0.620188017742492,0.7932011331444759
7,train,0.4914719674430756,0.8521958130017315
7,val,0.6063747715004443,0.8172804532577904
8,train,0.48825531080541096,0.8531402487014009
8,val,0.5911181538706123,0.8101983002832862
9,train,0.4849626210549113,0.8578624271997481
9,val,0.6067176131959002,0.8073654390934845
10,train,0.4689613284885311,0.8559735558004092
10,val,0.5904595068426375,0.8172804532577904
11,train,0.4622528008845741,0.8591216747993075
11,val,0.6005522958280007,0.811614730878187
12,train,0.4532546539879326,0.8621123878482607
12,val,0.5972435123184248,0.8158640226628896
13,train,0.4544422109446412,0.8591216747993075
13,val,0.5864007185944079,0.811614730878187
14,train,0.44628152425282025,0.8660475365968834
14,val,0.5907318909512701,0.8087818696883853
15,train,0.44316103470413665,0.8685660317960019
15,val,0.5926945989597958,0.8045325779036827
16,train,0.4377821205864361,0.8702974972453958
16,val,0.5844976959417629,0.8073654390934845
17,train,0.45110086932738486,0.8625846056980954
17,val,0.5838782589766527,0.8031161473087819
18,train,0.4442822175027441,0.866677160396663
18,val,0.6011516497425587,0.7960339943342777
19,train,0.43875581347884185,0.8690382496458366
19,val,0.5843447090546064,0.8045325779036827
20,train,0.43879955559476386,0.8658901306469384
20,val,0.5819979125987369,0.8101983002832862
21,train,0.43968770869619245,0.8669919722965528
21,val,0.586277360956662,0.8101983002832862
22,train,0.43569018732004045,0.8704549031953408
22,val,0.5957996215428577,0.8002832861189803
23,train,0.4468826307718273,0.8630568235479301
23,val,0.5822300816392764,0.8073654390934845
24,train,0.44979166244308383,0.8647882889973241
24,val,0.586221302703825,0.8101983002832862
