epoch,phase,loss,accuracy
0,train,1.0062673947913578,0.678734456162443
0,val,1.0575146999305098,0.6288951841359773
1,train,1.0066301192277325,0.6741696836140406
1,val,1.044415702900873,0.6359773371104817
2,train,1.0046329751796053,0.6799937037620022
2,val,1.0521549138401454,0.6246458923512748
3,train,1.007354504627148,0.6788918621123878
3,val,1.0360377861487629,0.6317280453257791
4,train,1.0023913462575207,0.683614040610735
4,val,1.0572889610998353,0.6303116147308783
5,train,1.0096440915327345,0.6782622383126082
5,val,1.0420120356778586,0.6444759206798867
6,train,1.0067468765081053,0.6814103573115063
6,val,1.0297915175683776,0.6543909348441926
7,train,1.0051219398424078,0.678577050212498
7,val,1.0444253625680637,0.6331444759206799
8,train,1.0042080723280495,0.6826696049110657
8,val,1.04836019915832,0.6303116147308783
9,train,1.002813904506474,0.6851881001101842
9,val,1.0601170090035068,0.6260623229461757
10,train,1.0133146717288297,0.6774752085628837
10,val,1.0472842606876795,0.6317280453257791
11,train,0.9999922740446308,0.6804659216118369
11,val,1.0552789668523557,0.6288951841359773
12,train,1.001963529420916,0.6844010703604596
12,val,1.0521537771306024,0.6274787535410765
13,train,1.001499656756131,0.6798362978120573
13,val,1.0538571647476542,0.6331444759206799
14,train,1.0072388069077625,0.673540059814261
14,val,1.0536524675385472,0.6260623229461757
15,train,0.9990710598473359,0.6790492680623328
15,val,1.038368861330805,0.641643059490085
16,train,1.0068271411191416,0.6810955454116165
16,val,1.055418458268595,0.6388101983002833
17,train,1.0052469998443294,0.6807807335117267
17,val,1.0620037844093257,0.6317280453257791
18,train,1.008770224448735,0.6774752085628837
18,val,1.0565846067650122,0.6218130311614731
19,train,1.0135717664518527,0.6825121989611207
19,val,1.0443489436725044,0.6345609065155807
20,train,1.0054436044469324,0.675271525263655
20,val,1.042031379664586,0.6331444759206799
21,train,1.0075992511498277,0.680308515661892
21,val,1.0559045191189385,0.6345609065155807
22,train,1.0038001786887543,0.6810955454116165
22,val,1.0459872210667425,0.6373937677053825
23,train,1.0105533042930532,0.6765307728632143
23,val,1.0465031416490462,0.6430594900849859
24,train,1.0059312659981456,0.6747993074138202
24,val,1.0451204195914119,0.6359773371104817
