epoch,phase,loss,accuracy
0,train,0.34260091540683224,0.9003620336848733
0,val,0.5566901985038779,0.8286118980169972
1,train,0.3454294779883132,0.8926491421375728
1,val,0.558015060154642,0.8144475920679887
2,train,0.3498214592187588,0.894065795687077
2,val,0.5326672964663411,0.8342776203966006
3,train,0.3345231513760887,0.8956398551865261
3,val,0.5381454033486904,0.8328611898016998
4,train,0.34013534370002346,0.8965842908861955
4,val,0.5451110321131374,0.8271954674220964
5,train,0.34332548957461734,0.8973713206359201
5,val,0.5332353061049248,0.831444759206799
6,train,0.339478489650097,0.8945380135369118
6,val,0.5467294029068339,0.8286118980169972
7,train,0.34347381677455685,0.899102786085314
7,val,0.5214457498393721,0.839943342776204
8,train,0.34063611033111785,0.8967416968361405
8,val,0.5476347461300599,0.8257790368271956
9,train,0.3400288031792877,0.8965842908861955
9,val,0.5401370464573501,0.8286118980169972
10,train,0.34001313996900445,0.8970565087360303
10,val,0.5217856725957508,0.8385269121813032
11,train,0.3416634701414032,0.8968991027860853
11,val,0.5409631830436987,0.8271954674220964
12,train,0.3436969015122811,0.8934361718872974
12,val,0.5444895140510105,0.8201133144475921
13,train,0.3371120453744015,0.8998898158350386
13,val,0.5460379532308821,0.8328611898016998
14,train,0.33382860866565695,0.9019360931843223
14,val,0.5460271335526161,0.830028328611898
15,train,0.3363880303250173,0.8986305682354793
15,val,0.5311850042586286,0.8356940509915014
16,train,0.3405654657812132,0.8961120730363608
16,val,0.5328825688564743,0.8371104815864023
17,train,0.33758740081348776,0.9003620336848733
17,val,0.5329647395158287,0.8271954674220964
18,train,0.3393203625712041,0.8995750039351488
18,val,0.5363840415187328,0.8328611898016998
19,train,0.339714154406418,0.8987879741854242
19,val,0.5278681205960238,0.8243626062322946
20,train,0.3421528861782747,0.8956398551865261
20,val,0.5449122315425711,0.8356940509915014
21,train,0.34523312600413664,0.8976861325358099
21,val,0.5390920145991166,0.8271954674220964
22,train,0.3348508203534391,0.8998898158350386
22,val,0.518516647579312,0.8385269121813032
23,train,0.3408680557970098,0.8983157563355895
23,val,0.5310596122957829,0.8371104815864023
24,train,0.34106968132394627,0.9005194396348182
24,val,0.5327375377541561,0.830028328611898
