epoch,phase,loss,accuracy
0,train,1.8848818285942228,0.33322839603337007
0,val,1.339288484611187,0.4886685552407932
1,train,1.0565011332621634,0.6373366913269322
1,val,0.951902300710381,0.660056657223796
2,train,0.7407821920112083,0.7597985203840706
2,val,0.8266514485686088,0.7152974504249292
3,train,0.6032994323483831,0.8096962065166063
3,val,0.6647137622995349,0.7875354107648725
4,train,0.49860183331941255,0.8414922084054778
4,val,0.630601473638086,0.8073654390934845
5,train,0.43901477460690075,0.8591216747993075
5,val,0.5156013597510016,0.8342776203966006
6,train,0.39191381777062784,0.8767511411931371
6,val,0.56896556267995,0.8257790368271956
7,train,0.333393716857168,0.8975287265858649
7,val,0.4896605467323541,0.8441926345609065
8,train,0.3223812382814266,0.9006768455847631
8,val,0.48696704221514736,0.8484419263456091
9,train,0.32004584009541726,0.9020934991342673
9,val,0.49468310021138395,0.8427762039660057
10,train,0.3018135275593822,0.9110656382811271
10,val,0.5004393730217607,0.8427762039660057
11,train,0.3137202242988311,0.9020934991342673
11,val,0.5028595964901845,0.8456090651558074
12,train,0.28801030554809703,0.9098063906815678
12,val,0.4733686919928273,0.8512747875354109
13,train,0.28171162295769314,0.9140563513300803
13,val,0.4684804485472336,0.8583569405099151
14,train,0.28257143581437066,0.9118526680308516
14,val,0.46464633671487693,0.8611898016997167
15,train,0.28620521364185014,0.9079175192822289
15,val,0.4939884004782009,0.8569405099150142
16,train,0.2841514013056753,0.9138989453801354
16,val,0.49233153926752105,0.8470254957507083
17,train,0.2882601419724987,0.909491578781678
17,val,0.4873078443511012,0.8526912181303117
18,train,0.28394239387530223,0.9153155989296395
18,val,0.48176183646528986,0.8597733711048159
19,train,0.27798286613265155,0.9142137572800252
19,val,0.4555496922971169,0.8640226628895185
20,train,0.28440695079259004,0.9121674799307414
20,val,0.486951072222788,0.8484419263456091
21,train,0.27840722708669813,0.9137415394301904
21,val,0.4784690516528597,0.8541076487252125
22,train,0.2782229304445009,0.9138989453801354
22,val,0.4697450450054309,0.8555240793201133
23,train,0.27345207475234856,0.9176766881788132
23,val,0.4825734025020437,0.8484419263456091
24,train,0.28358410313366605,0.9153155989296395
24,val,0.4646925054933802,0.8541076487252125
